Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2016,1,1,0,30,0,0,0,-4,-2,980,259,5.5,0.87
2016,1,1,1,30,0,0,0,-4,-2,980,259,5.5,0.87
2016,1,1,2,30,0,0,0,-4,-2,980,260,5.5,0.87
2016,1,1,3,30,0,0,0,-5,-2,980,260,5.5,0.87
2016,1,1,4,30,0,0,0,-5,-3,980,259,5.6000000000000005,0.87
2016,1,1,5,30,0,0,0,-5,-3,980,256,5.9,0.87
2016,1,1,6,30,0,0,0,-6,-3,980,254,6.300000000000001,0.87
2016,1,1,7,30,0,0,0,-6,-3,980,254,6.6000000000000005,0.87
2016,1,1,8,30,0,16,16,-6,-2,980,257,7.2,0.87
2016,1,1,9,30,0,62,62,-7,-2,980,261,7.9,0.87
2016,1,1,10,30,0,103,103,-7,-2,980,264,8.1,0.87
2016,1,1,11,30,0,113,113,-7,-2,980,267,8.1,0.87
2016,1,1,12,30,0,118,118,-7,-2,980,268,8,0.87
2016,1,1,13,30,0,113,113,-7,-2,980,268,7.6000000000000005,0.87
2016,1,1,14,30,0,88,88,-7,-2,980,268,7.2,0.87
2016,1,1,15,30,0,52,52,-7,-2,980,269,6.7,0.87
2016,1,1,16,30,0,12,12,-7,-3,980,271,6.1000000000000005,0.87
2016,1,1,17,30,0,0,0,-7,-3,980,272,5.7,0.87
2016,1,1,18,30,0,0,0,-7,-3,980,274,5.7,0.87
2016,1,1,19,30,0,0,0,-7,-3,980,276,5.7,0.87
2016,1,1,20,30,0,0,0,-7,-3,980,275,5.6000000000000005,0.87
2016,1,1,21,30,0,0,0,-7,-3,980,272,5.300000000000001,0.87
2016,1,1,22,30,0,0,0,-7,-3,980,266,5,0.87
2016,1,1,23,30,0,0,0,-6,-3,980,260,4.9,0.87
2016,1,2,0,30,0,0,0,-6,-3,980,253,5.2,0.87
2016,1,2,1,30,0,0,0,-5,-3,980,248,5.4,0.87
2016,1,2,2,30,0,0,0,-5,-3,980,245,5.4,0.87
2016,1,2,3,30,0,0,0,-5,-3,980,244,5.300000000000001,0.87
2016,1,2,4,30,0,0,0,-5,-2,980,242,5.1000000000000005,0.87
2016,1,2,5,30,0,0,0,-5,-2,980,238,4.800000000000001,0.87
2016,1,2,6,30,0,0,0,-4,-2,980,238,4.6000000000000005,0.87
2016,1,2,7,30,0,0,0,-4,-2,980,242,4.6000000000000005,0.87
2016,1,2,8,30,0,8,8,-4,-1,980,246,5.1000000000000005,0.87
2016,1,2,9,30,0,35,35,-4,-1,980,253,5.800000000000001,0.87
2016,1,2,10,30,0,59,59,-4,0,980,258,6,0.87
2016,1,2,11,30,0,75,75,-5,0,980,258,6,0.87
2016,1,2,12,30,0,99,99,-5,0,980,257,5.9,0.87
2016,1,2,13,30,20,146,154,-4,0,980,254,5.9,0.87
2016,1,2,14,30,12,118,122,-4,0,980,249,5.7,0.87
2016,1,2,15,30,596,62,187,-4,0,980,242,5.1000000000000005,0.87
2016,1,2,16,30,283,27,46,-4,0,980,233,4.7,0.87
2016,1,2,17,30,0,0,0,-4,-1,980,226,5,0.87
2016,1,2,18,30,0,0,0,-3,-1,980,224,5.6000000000000005,0.87
2016,1,2,19,30,0,0,0,-3,-1,980,222,6,0.87
2016,1,2,20,30,0,0,0,-3,-1,980,223,6.300000000000001,0.87
2016,1,2,21,30,0,0,0,-3,-2,970,226,6.4,0.87
2016,1,2,22,30,0,0,0,-3,-2,970,233,6.4,0.87
2016,1,2,23,30,0,0,0,-2,-2,970,240,6.5,0.87
2016,1,3,0,30,0,0,0,-2,-2,970,246,6.7,0.87
2016,1,3,1,30,0,0,0,-3,-1,970,254,6.9,0.87
2016,1,3,2,30,0,0,0,-3,-1,970,264,6.800000000000001,0.87
2016,1,3,3,30,0,0,0,-3,-1,970,269,6.4,0.87
2016,1,3,4,30,0,0,0,-3,-1,970,271,6.2,0.87
2016,1,3,5,30,0,0,0,-3,-1,970,272,6.300000000000001,0.87
2016,1,3,6,30,0,0,0,-3,-1,980,275,6.300000000000001,0.87
2016,1,3,7,30,0,0,0,-3,-1,980,281,6.4,0.87
2016,1,3,8,30,0,10,10,-3,0,980,288,6.6000000000000005,0.87
2016,1,3,9,30,0,41,41,-3,0,980,295,6.9,0.87
2016,1,3,10,30,0,68,68,-3,0,980,307,7.2,0.87
2016,1,3,11,30,0,90,90,-4,0,980,316,7.2,0.87
2016,1,3,12,30,0,82,82,-5,0,980,317,7,0.87
2016,1,3,13,30,85,164,197,-5,0,980,318,6.9,0.87
2016,1,3,14,30,71,133,156,-6,0,980,321,6.7,0.87
2016,1,3,15,30,618,64,195,-6,-1,980,324,6.1000000000000005,0.87
2016,1,3,16,30,285,30,50,-6,-1,980,327,5.300000000000001,0.87
2016,1,3,17,30,0,0,0,-6,-2,980,331,4.7,0.87
2016,1,3,18,30,0,0,0,-7,-3,980,335,4.4,0.87
2016,1,3,19,30,0,0,0,-7,-3,980,341,4.3,0.87
2016,1,3,20,30,0,0,0,-7,-4,980,348,4.1000000000000005,0.87
2016,1,3,21,30,0,0,0,-8,-4,980,356,3.9000000000000004,0.87
2016,1,3,22,30,0,0,0,-9,-5,980,3,3.7,0.87
2016,1,3,23,30,0,0,0,-9,-6,980,9,3.7,0.87
2016,1,4,0,30,0,0,0,-10,-6,990,13,3.7,0.87
2016,1,4,1,30,0,0,0,-10,-7,990,14,3.7,0.87
2016,1,4,2,30,0,0,0,-11,-8,990,16,3.7,0.87
2016,1,4,3,30,0,0,0,-11,-8,990,20,3.7,0.87
2016,1,4,4,30,0,0,0,-12,-9,990,26,3.8000000000000003,0.87
2016,1,4,5,30,0,0,0,-12,-10,990,30,4,0.87
2016,1,4,6,30,0,0,0,-13,-10,990,33,4.3,0.87
2016,1,4,7,30,0,0,0,-14,-11,990,33,4.6000000000000005,0.87
2016,1,4,8,30,390,27,56,-14,-10,990,33,5.2,0.87
2016,1,4,9,30,703,56,206,-15,-10,990,31,5.6000000000000005,0.87
2016,1,4,10,30,836,71,339,-15,-9,990,29,5.800000000000001,0.87
2016,1,4,11,30,898,78,427,-15,-9,990,25,5.6000000000000005,0.87
2016,1,4,12,30,923,79,459,-15,-9,990,19,5.4,0.87
2016,1,4,13,30,918,74,431,-15,-8,1000,14,5.2,0.87
2016,1,4,14,30,873,65,346,-15,-8,1000,11,5.1000000000000005,0.87
2016,1,4,15,30,763,50,213,-15,-9,1000,13,4.800000000000001,0.87
2016,1,4,16,30,481,25,60,-16,-10,1000,18,4.2,0.87
2016,1,4,17,30,0,0,0,-17,-11,1000,27,3.6,0.87
2016,1,4,18,30,0,0,0,-17,-12,1000,35,3,0.87
2016,1,4,19,30,0,0,0,-16,-13,1000,41,2.2,0.87
2016,1,4,20,30,0,0,0,-16,-13,1000,42,1.6,0.87
2016,1,4,21,30,0,0,0,-16,-13,1000,41,1.2000000000000002,0.87
2016,1,4,22,30,0,0,0,-16,-13,1000,42,1.1,0.87
2016,1,4,23,30,0,0,0,-17,-13,1000,52,1,0.87
2016,1,5,0,30,0,0,0,-17,-14,1000,69,1,0.87
2016,1,5,1,30,0,0,0,-17,-14,1000,82,1,0.87
2016,1,5,2,30,0,0,0,-17,-14,1000,90,0.9,0.87
2016,1,5,3,30,0,0,0,-17,-14,1000,101,0.8,0.87
2016,1,5,4,30,0,0,0,-17,-14,1000,122,0.8,0.87
2016,1,5,5,30,0,0,0,-17,-14,1000,141,1.1,0.87
2016,1,5,6,30,0,0,0,-17,-14,1000,148,1.4000000000000001,0.87
2016,1,5,7,30,0,0,0,-17,-13,1000,155,1.7000000000000002,0.87
2016,1,5,8,30,473,24,59,-16,-11,1000,169,2.2,0.87
2016,1,5,9,30,747,49,209,-14,-8,1000,188,3,0.87
2016,1,5,10,30,846,65,338,-11,-5,1000,206,3.8000000000000003,0.87
2016,1,5,11,30,320,151,276,-9,-3,1000,218,4.4,0.87
2016,1,5,12,30,902,79,452,-8,-2,1000,224,4.6000000000000005,0.87
2016,1,5,13,30,897,73,423,-8,-1,1000,226,4.6000000000000005,0.87
2016,1,5,14,30,847,65,339,-7,-1,1000,224,4.4,0.87
2016,1,5,15,30,731,51,209,-7,-2,1000,218,3.7,0.87
2016,1,5,16,30,439,26,60,-8,-4,1000,212,2.9000000000000004,0.87
2016,1,5,17,30,0,0,0,-8,-5,1000,209,2.8000000000000003,0.87
2016,1,5,18,30,0,0,0,-8,-6,1000,211,2.9000000000000004,0.87
2016,1,5,19,30,0,0,0,-9,-6,1000,215,3,0.87
2016,1,5,20,30,0,0,0,-9,-6,1000,218,3,0.87
2016,1,5,21,30,0,0,0,-9,-6,1000,218,3.1,0.87
2016,1,5,22,30,0,0,0,-9,-6,1000,216,3.1,0.87
2016,1,5,23,30,0,0,0,-8,-6,1000,216,3.1,0.87
2016,1,6,0,30,0,0,0,-8,-6,1000,218,3,0.87
2016,1,6,1,30,0,0,0,-8,-6,1000,220,3,0.87
2016,1,6,2,30,0,0,0,-8,-6,1000,223,2.9000000000000004,0.87
2016,1,6,3,30,0,0,0,-7,-6,1000,225,2.8000000000000003,0.87
2016,1,6,4,30,0,0,0,-7,-6,1000,228,2.7,0.87
2016,1,6,5,30,0,0,0,-7,-6,1000,230,2.6,0.87
2016,1,6,6,30,0,0,0,-8,-6,1000,231,2.4000000000000004,0.87
2016,1,6,7,30,0,0,0,-8,-6,990,232,2.5,0.87
2016,1,6,8,30,402,26,56,-8,-4,990,233,3.1,0.87
2016,1,6,9,30,692,55,204,-7,-2,990,232,3.9000000000000004,0.87
2016,1,6,10,30,808,72,333,-7,0,990,232,4.4,0.87
2016,1,6,11,30,864,80,419,-6,0,990,230,4.5,0.87
2016,1,6,12,30,877,85,449,-6,0,990,230,4.5,0.87
2016,1,6,13,30,819,95,417,-5,1,990,227,4.4,0.87
2016,1,6,14,30,616,86,287,-5,0,990,224,4,0.87
2016,1,6,15,30,509,65,177,-5,0,990,222,3.2,0.87
2016,1,6,16,30,244,31,50,-4,-1,990,219,2.5,0.87
2016,1,6,17,30,0,0,0,-5,-2,990,217,2.3000000000000003,0.87
2016,1,6,18,30,0,0,0,-5,-2,990,216,2.3000000000000003,0.87
2016,1,6,19,30,0,0,0,-5,-3,990,217,2.2,0.87
2016,1,6,20,30,0,0,0,-5,-3,990,220,2.1,0.87
2016,1,6,21,30,0,0,0,-6,-4,990,222,2,0.87
2016,1,6,22,30,0,0,0,-5,-4,990,226,1.9000000000000001,0.87
2016,1,6,23,30,0,0,0,-5,-4,990,230,1.8,0.87
2016,1,7,0,30,0,0,0,-5,-4,990,232,1.7000000000000002,0.87
2016,1,7,1,30,0,0,0,-5,-3,990,234,1.5,0.87
2016,1,7,2,30,0,0,0,-4,-2,990,235,1.3,0.87
2016,1,7,3,30,0,0,0,-4,-2,990,237,1.2000000000000002,0.87
2016,1,7,4,30,0,0,0,-4,-2,990,236,1.1,0.87
2016,1,7,5,30,0,0,0,-4,-2,990,230,1.1,0.87
2016,1,7,6,30,0,0,0,-4,-2,990,221,1,0.87
2016,1,7,7,30,0,0,0,-4,-2,990,203,1,0.87
2016,1,7,8,30,98,27,35,-4,-1,990,187,1.2000000000000002,0.87
2016,1,7,9,30,204,84,128,-3,0,990,173,1.7000000000000002,0.87
2016,1,7,10,30,260,126,211,-2,1,990,170,1.9000000000000001,0.87
2016,1,7,11,30,655,90,348,-3,2,990,177,2,0.87
2016,1,7,12,30,145,182,243,-3,3,990,181,2,0.87
2016,1,7,13,30,249,163,262,-3,3,990,185,1.9000000000000001,0.87
2016,1,7,14,30,772,75,329,-3,3,990,187,1.4000000000000001,0.87
2016,1,7,15,30,644,59,202,-1,2,990,185,1.1,0.87
2016,1,7,16,30,353,29,58,-3,0,990,164,1.2000000000000002,0.87
2016,1,7,17,30,0,0,0,-4,0,990,139,1.3,0.87
2016,1,7,18,30,0,0,0,-4,0,990,128,1.4000000000000001,0.87
2016,1,7,19,30,0,0,0,-4,-1,990,128,1.5,0.87
2016,1,7,20,30,0,0,0,-4,-1,990,127,1.6,0.87
2016,1,7,21,30,0,0,0,-4,-1,990,122,1.7000000000000002,0.87
2016,1,7,22,30,0,0,0,-4,-2,990,117,1.9000000000000001,0.87
2016,1,7,23,30,0,0,0,-4,-2,990,114,2.1,0.87
2016,1,8,0,30,0,0,0,-4,-2,980,112,2.2,0.87
2016,1,8,1,30,0,0,0,-3,-1,980,113,2.3000000000000003,0.87
2016,1,8,2,30,0,0,0,-3,-1,980,115,2.3000000000000003,0.87
2016,1,8,3,30,0,0,0,-2,0,980,116,2.5,0.87
2016,1,8,4,30,0,0,0,-2,0,980,113,2.7,0.87
2016,1,8,5,30,0,0,0,-1,-1,980,109,2.9000000000000004,0.87
2016,1,8,6,30,0,0,0,-1,-1,980,104,3.2,0.87
2016,1,8,7,30,0,0,0,-1,0,980,101,3.7,0.87
2016,1,8,8,30,151,29,40,-1,0,980,97,4.4,0.87
2016,1,8,9,30,323,78,149,-1,0,980,94,4.800000000000001,0.87
2016,1,8,10,30,417,108,244,0,0,980,94,4.6000000000000005,0.87
2016,1,8,11,30,612,101,342,0,1,980,97,4.3,0.87
2016,1,8,12,30,329,165,304,0,2,980,101,4.1000000000000005,0.87
2016,1,8,13,30,402,143,303,0,2,980,108,4.1000000000000005,0.87
2016,1,8,14,30,469,110,265,0,2,980,118,3.7,0.87
2016,1,8,15,30,383,76,162,0,1,980,126,3.3000000000000003,0.87
2016,1,8,16,30,193,31,47,0,1,980,129,3.4000000000000004,0.87
2016,1,8,17,30,0,0,0,0,1,980,137,3.5,0.87
2016,1,8,18,30,0,0,0,1,1,980,147,3.5,0.87
2016,1,8,19,30,0,0,0,1,1,980,160,3.7,0.87
2016,1,8,20,30,0,0,0,1,1,980,175,3.9000000000000004,0.87
2016,1,8,21,30,0,0,0,2,2,980,187,4,0.87
2016,1,8,22,30,0,0,0,2,2,980,198,4.1000000000000005,0.87
2016,1,8,23,30,0,0,0,2,2,980,204,4.2,0.87
2016,1,9,0,30,0,0,0,2,2,980,206,4.3,0.87
2016,1,9,1,30,0,0,0,2,2,980,201,4.5,0.87
2016,1,9,2,30,0,0,0,2,3,980,192,5,0.87
2016,1,9,3,30,0,0,0,2,3,970,187,5.5,0.87
2016,1,9,4,30,0,0,0,2,3,970,196,5.5,0.87
2016,1,9,5,30,0,0,0,2,3,980,207,5,0.87
2016,1,9,6,30,0,0,0,2,3,980,217,4.6000000000000005,0.87
2016,1,9,7,30,0,0,0,2,3,980,220,4.4,0.87
2016,1,9,8,30,0,15,15,2,3,980,222,4.3,0.87
2016,1,9,9,30,0,61,61,2,4,980,224,4.1000000000000005,0.87
2016,1,9,10,30,0,101,101,4,4,980,221,4.1000000000000005,0.87
2016,1,9,11,30,0,108,108,4,5,980,219,4.1000000000000005,0.87
2016,1,9,12,30,0,117,117,4,6,980,222,4.2,0.87
2016,1,9,13,30,435,153,327,4,7,980,226,3.9000000000000004,0.87
2016,1,9,14,30,390,130,260,4,6,980,222,2.7,0.87
2016,1,9,15,30,295,91,158,2,4,980,214,1.8,0.87
2016,1,9,16,30,125,35,46,1,2,980,207,1.7000000000000002,0.87
2016,1,9,17,30,0,0,0,1,2,980,201,1.6,0.87
2016,1,9,18,30,0,0,0,2,2,980,188,1.5,0.87
2016,1,9,19,30,0,0,0,2,2,980,164,1.6,0.87
2016,1,9,20,30,0,0,0,2,2,980,140,2.3000000000000003,0.87
2016,1,9,21,30,0,0,0,2,3,970,128,3.5,0.87
2016,1,9,22,30,0,0,0,2,4,970,123,4.800000000000001,0.87
2016,1,9,23,30,0,0,0,2,3,970,126,5.6000000000000005,0.87
2016,1,10,0,30,0,0,0,2,3,970,137,5.800000000000001,0.87
2016,1,10,1,30,0,0,0,2,3,970,142,5.5,0.87
2016,1,10,2,30,0,0,0,2,3,970,151,5.1000000000000005,0.87
2016,1,10,3,30,0,0,0,2,3,970,155,4.7,0.87
2016,1,10,4,30,0,0,0,2,3,960,151,4.2,0.87
2016,1,10,5,30,0,0,0,2,3,960,145,3.3000000000000003,0.87
2016,1,10,6,30,0,0,0,2,3,960,135,2.2,0.87
2016,1,10,7,30,0,0,0,2,3,960,116,1.6,0.87
2016,1,10,8,30,0,25,25,2,3,960,114,1,0.87
2016,1,10,9,30,47,87,97,2,3,960,120,0.9,0.87
2016,1,10,10,30,78,136,161,2,2,960,301,3.3000000000000003,0.87
2016,1,10,11,30,0,75,75,1,1,960,309,7.6000000000000005,0.87
2016,1,10,12,30,0,57,57,0,0,960,314,10.8,0.87
2016,1,10,13,30,0,85,85,-3,-1,960,305,12,0.87
2016,1,10,14,30,0,55,55,-5,-3,960,296,11.9,0.87
2016,1,10,15,30,0,35,35,-7,-3,970,291,11.9,0.87
2016,1,10,16,30,0,11,11,-8,-4,970,287,11.600000000000001,0.87
2016,1,10,17,30,0,0,0,-9,-5,970,285,11.200000000000001,0.87
2016,1,10,18,30,0,0,0,-10,-5,970,284,11,0.87
2016,1,10,19,30,0,0,0,-11,-6,970,283,10.8,0.87
2016,1,10,20,30,0,0,0,-11,-6,970,283,10.600000000000001,0.87
2016,1,10,21,30,0,0,0,-11,-6,970,282,10.4,0.87
2016,1,10,22,30,0,0,0,-12,-6,970,280,10.3,0.87
2016,1,10,23,30,0,0,0,-12,-6,970,276,10.100000000000001,0.87
2016,1,11,0,30,0,0,0,-13,-7,980,274,9.8,0.87
2016,1,11,1,30,0,0,0,-13,-7,980,274,9.5,0.87
2016,1,11,2,30,0,0,0,-14,-8,980,274,9.200000000000001,0.87
2016,1,11,3,30,0,0,0,-14,-8,980,274,9,0.87
2016,1,11,4,30,0,0,0,-14,-8,980,274,8.9,0.87
2016,1,11,5,30,0,0,0,-14,-8,980,273,8.700000000000001,0.87
2016,1,11,6,30,0,0,0,-14,-9,980,273,8.4,0.87
2016,1,11,7,30,0,0,0,-15,-9,980,272,8.1,0.87
2016,1,11,8,30,24,28,30,-15,-9,980,270,7.9,0.87
2016,1,11,9,30,88,87,106,-15,-8,980,269,7.6000000000000005,0.87
2016,1,11,10,30,109,138,174,-15,-8,980,267,7.4,0.87
2016,1,11,11,30,123,173,223,-15,-8,980,266,7.2,0.87
2016,1,11,12,30,0,112,112,-15,-7,980,263,6.9,0.87
2016,1,11,13,30,1,138,139,-14,-7,980,261,6.5,0.87
2016,1,11,14,30,195,141,207,-14,-8,980,258,5.9,0.87
2016,1,11,15,30,167,92,131,-14,-8,980,254,5.2,0.87
2016,1,11,16,30,82,35,42,-14,-8,980,249,4.6000000000000005,0.87
2016,1,11,17,30,0,0,0,-14,-8,980,242,4.3,0.87
2016,1,11,18,30,0,0,0,-14,-8,980,235,4.3,0.87
2016,1,11,19,30,0,0,0,-14,-8,980,229,4.3,0.87
2016,1,11,20,30,0,0,0,-13,-8,980,223,4.3,0.87
2016,1,11,21,30,0,0,0,-13,-8,980,218,4.3,0.87
2016,1,11,22,30,0,0,0,-12,-8,980,218,4.1000000000000005,0.87
2016,1,11,23,30,0,0,0,-11,-7,980,216,3.8000000000000003,0.87
2016,1,12,0,30,0,0,0,-10,-7,980,204,3.5,0.87
2016,1,12,1,30,0,0,0,-9,-6,970,182,3.7,0.87
2016,1,12,2,30,0,0,0,-7,-5,970,166,4.3,0.87
2016,1,12,3,30,0,0,0,-6,-4,970,163,4.7,0.87
2016,1,12,4,30,0,0,0,-5,-3,970,170,4.9,0.87
2016,1,12,5,30,0,0,0,-4,-2,970,186,4.9,0.87
2016,1,12,6,30,0,0,0,-3,-2,970,207,5.300000000000001,0.87
2016,1,12,7,30,0,0,0,-3,-2,970,225,6.4,0.87
2016,1,12,8,30,0,14,14,-5,-3,970,242,7.800000000000001,0.87
2016,1,12,9,30,0,53,53,-7,-4,970,251,8.8,0.87
2016,1,12,10,30,0,90,90,-9,-5,970,252,9.4,0.87
2016,1,12,11,30,0,92,92,-10,-5,970,257,9.8,0.87
2016,1,12,12,30,420,155,335,-11,-6,970,262,9.9,0.87
2016,1,12,13,30,217,174,263,-12,-7,970,264,9.9,0.87
2016,1,12,14,30,391,147,282,-12,-7,970,267,9.9,0.87
2016,1,12,15,30,239,114,171,-11,-7,970,272,9.700000000000001,0.87
2016,1,12,16,30,70,44,50,-10,-7,970,277,9.3,0.87
2016,1,12,17,30,0,0,0,-10,-7,970,283,9,0.87
2016,1,12,18,30,0,0,0,-10,-7,970,287,9.1,0.87
2016,1,12,19,30,0,0,0,-10,-7,980,289,9.4,0.87
2016,1,12,20,30,0,0,0,-10,-7,980,292,9.5,0.87
2016,1,12,21,30,0,0,0,-11,-8,980,293,9.3,0.87
2016,1,12,22,30,0,0,0,-13,-9,980,292,8.9,0.87
2016,1,12,23,30,0,0,0,-13,-9,980,291,8.3,0.87
2016,1,13,0,30,0,0,0,-13,-9,980,291,7.6000000000000005,0.87
2016,1,13,1,30,0,0,0,-13,-9,980,289,6.9,0.87
2016,1,13,2,30,0,0,0,-13,-9,980,283,6.7,0.87
2016,1,13,3,30,0,0,0,-12,-9,980,277,6.800000000000001,0.87
2016,1,13,4,30,0,0,0,-13,-9,980,273,7,0.87
2016,1,13,5,30,0,0,0,-13,-9,980,272,6.7,0.87
2016,1,13,6,30,0,0,0,-14,-10,980,271,6.2,0.87
2016,1,13,7,30,0,0,0,-14,-10,980,269,6,0.87
2016,1,13,8,30,86,30,37,-15,-10,980,269,6.300000000000001,0.87
2016,1,13,9,30,178,88,128,-15,-9,980,269,6.4,0.87
2016,1,13,10,30,215,135,208,-14,-9,980,268,6.1000000000000005,0.87
2016,1,13,11,30,130,176,229,-14,-8,980,266,6.1000000000000005,0.87
2016,1,13,12,30,0,137,137,-14,-8,980,264,6,0.87
2016,1,13,13,30,13,151,157,-13,-8,980,261,5.800000000000001,0.87
2016,1,13,14,30,195,146,214,-13,-8,980,254,5.800000000000001,0.87
2016,1,13,15,30,162,97,136,-13,-8,980,245,6,0.87
2016,1,13,16,30,79,37,45,-12,-8,980,238,6.2,0.87
2016,1,13,17,30,0,0,0,-12,-8,980,234,6.5,0.87
2016,1,13,18,30,0,0,0,-11,-8,980,232,6.7,0.87
2016,1,13,19,30,0,0,0,-11,-8,980,230,6.800000000000001,0.87
2016,1,13,20,30,0,0,0,-11,-8,980,232,6.800000000000001,0.87
2016,1,13,21,30,0,0,0,-11,-8,980,235,6.800000000000001,0.87
2016,1,13,22,30,0,0,0,-10,-8,980,238,6.7,0.87
2016,1,13,23,30,0,0,0,-10,-8,970,243,6.4,0.87
2016,1,14,0,30,0,0,0,-10,-8,970,249,6.1000000000000005,0.87
2016,1,14,1,30,0,0,0,-10,-8,970,254,5.6000000000000005,0.87
2016,1,14,2,30,0,0,0,-10,-8,970,257,5,0.87
2016,1,14,3,30,0,0,0,-9,-7,970,259,4.5,0.87
2016,1,14,4,30,0,0,0,-9,-7,970,263,4.1000000000000005,0.87
2016,1,14,5,30,0,0,0,-9,-7,970,267,3.4000000000000004,0.87
2016,1,14,6,30,0,0,0,-9,-7,970,269,2.8000000000000003,0.87
2016,1,14,7,30,0,0,0,-9,-7,980,267,2.6,0.87
2016,1,14,8,30,0,15,15,-8,-6,980,268,2.8000000000000003,0.87
2016,1,14,9,30,0,56,56,-7,-4,980,269,3.1,0.87
2016,1,14,10,30,0,93,93,-7,-4,980,273,3,0.87
2016,1,14,11,30,0,84,84,-7,-3,980,277,2.7,0.87
2016,1,14,12,30,15,161,167,-6,-3,980,276,2.4000000000000004,0.87
2016,1,14,13,30,0,71,71,-6,-2,980,273,2,0.87
2016,1,14,14,30,57,151,170,-5,-2,980,265,1.3,0.87
2016,1,14,15,30,38,98,107,-5,-2,980,252,0.6000000000000001,0.87
2016,1,14,16,30,1,35,35,-5,-2,980,124,0.7000000000000001,0.87
2016,1,14,17,30,0,0,0,-5,-3,980,101,1.4000000000000001,0.87
2016,1,14,18,30,0,0,0,-5,-4,980,98,2.3000000000000003,0.87
2016,1,14,19,30,0,0,0,-5,-3,980,97,2.9000000000000004,0.87
2016,1,14,20,30,0,0,0,-4,-2,970,102,2.5,0.87
2016,1,14,21,30,0,0,0,-3,-1,970,134,1.5,0.87
2016,1,14,22,30,0,0,0,-1,0,970,176,1.2000000000000002,0.87
2016,1,14,23,30,0,0,0,0,0,970,205,1.3,0.87
2016,1,15,0,30,0,0,0,0,0,970,212,1.8,0.87
2016,1,15,1,30,0,0,0,0,0,970,208,2.4000000000000004,0.87
2016,1,15,2,30,0,0,0,0,0,970,198,2.9000000000000004,0.87
2016,1,15,3,30,0,0,0,0,0,970,192,3.5,0.87
2016,1,15,4,30,0,0,0,0,0,970,189,4,0.87
2016,1,15,5,30,0,0,0,0,0,970,186,4.2,0.87
2016,1,15,6,30,0,0,0,0,1,970,180,4.3,0.87
2016,1,15,7,30,0,0,0,1,1,970,179,4.5,0.87
2016,1,15,8,30,0,19,19,1,1,970,182,4.7,0.87
2016,1,15,9,30,0,70,70,1,1,970,183,4.9,0.87
2016,1,15,10,30,0,115,115,1,2,970,185,4.9,0.87
2016,1,15,11,30,52,169,191,2,2,970,190,4.6000000000000005,0.87
2016,1,15,12,30,129,193,250,2,3,970,192,4.6000000000000005,0.87
2016,1,15,13,30,15,155,162,2,3,970,198,4.4,0.87
2016,1,15,14,30,0,107,107,2,3,970,198,4.1000000000000005,0.87
2016,1,15,15,30,0,67,67,2,2,970,195,4.1000000000000005,0.87
2016,1,15,16,30,0,22,22,2,2,960,193,4.1000000000000005,0.87
2016,1,15,17,30,0,0,0,2,2,960,189,3.9000000000000004,0.87
2016,1,15,18,30,0,0,0,2,2,960,184,4,0.87
2016,1,15,19,30,0,0,0,2,2,960,184,3.9000000000000004,0.87
2016,1,15,20,30,0,0,0,2,2,960,190,3.9000000000000004,0.87
2016,1,15,21,30,0,0,0,1,2,960,197,4.4,0.87
2016,1,15,22,30,0,0,0,1,1,960,204,4.9,0.87
2016,1,15,23,30,0,0,0,0,0,960,212,5.1000000000000005,0.87
2016,1,16,0,30,0,0,0,0,0,960,223,5,0.87
2016,1,16,1,30,0,0,0,0,0,960,238,4.9,0.87
2016,1,16,2,30,0,0,0,0,0,960,258,5.1000000000000005,0.87
2016,1,16,3,30,0,0,0,0,0,960,274,5.5,0.87
2016,1,16,4,30,0,0,0,0,0,960,290,6.1000000000000005,0.87
2016,1,16,5,30,0,0,0,-2,0,960,301,6.5,0.87
2016,1,16,6,30,0,0,0,-4,-1,970,299,6.800000000000001,0.87
2016,1,16,7,30,0,0,0,-5,-2,970,291,7,0.87
2016,1,16,8,30,0,28,28,-5,-2,970,289,7.4,0.87
2016,1,16,9,30,46,92,103,-6,-2,970,290,7.800000000000001,0.87
2016,1,16,10,30,86,142,171,-7,-2,970,292,7.9,0.87
2016,1,16,11,30,198,178,260,-7,-2,970,294,8.1,0.87
2016,1,16,12,30,289,182,310,-7,-2,970,296,8.200000000000001,0.87
2016,1,16,13,30,14,155,161,-7,-2,970,297,8.1,0.87
2016,1,16,14,30,65,149,173,-7,-2,970,297,7.7,0.87
2016,1,16,15,30,49,99,112,-7,-2,970,296,6.9,0.87
2016,1,16,16,30,12,38,40,-7,-3,970,295,5.800000000000001,0.87
2016,1,16,17,30,0,0,0,-7,-3,970,293,4.6000000000000005,0.87
2016,1,16,18,30,0,0,0,-7,-4,980,288,4,0.87
2016,1,16,19,30,0,0,0,-7,-4,980,282,3.6,0.87
2016,1,16,20,30,0,0,0,-7,-4,980,274,3.3000000000000003,0.87
2016,1,16,21,30,0,0,0,-7,-4,980,267,3.2,0.87
2016,1,16,22,30,0,0,0,-6,-4,980,259,3.3000000000000003,0.87
2016,1,16,23,30,0,0,0,-6,-3,980,250,3.6,0.87
2016,1,17,0,30,0,0,0,-6,-3,980,246,4,0.87
2016,1,17,1,30,0,0,0,-5,-3,980,244,4.2,0.87
